Function,T_1_1,T_1_3,T_2_1,T_2_3,M1,M2
12.5765,17,22,24,25,14.4137,10.862
12.5766,15,15,17,17,12.0475,13.0704
12.5767,15,19,22,24,14.0887,11.1656
12.5768,15,17,15,19,14.5514,10.7342
12.5771,19,17,23,22,11.4641,13.6157
12.5774,16,15,18,23,11.9767,13.138
12.5774,18,17,16,21,12.585,12.5704
12.5775,15,20,25,18,13.537,11.6821
12.5777,19,17,18,23,12.3428,12.7968
12.578,19,20,16,18,12.1158,13.0092
12.578,18,24,25,20,13.1451,12.0488
12.5781,21,25,16,16,13.1344,12.0589
12.5782,18,17,16,25,12.6768,12.4862
12.5783,19,19,18,21,11.8938,13.2171
12.5783,19,19,16,15,11.0575,13.9975
12.5783,19,19,20,17,11.1041,13.9541
12.5784,20,23,25,16,11.4296,13.6504
12.5784,20,24,21,16,12.3529,12.7888
12.5787,15,20,25,22,13.7252,11.5088
12.5791,19,17,21,16,10.8221,14.2187
12.5791,20,17,19,15,10.3104,14.6963
12.5792,18,18,23,22,12.4278,12.7204
12.5793,21,23,21,16,11.7269,13.3747
12.5795,19,22,20,20,13.354,11.8567
12.5798,16,18,21,23,13.3925,11.8214
12.5799,20,20,18,16,10.5013,14.5196
12.58,15,24,16,21,16.3265,9.0837
12.58,18,17,24,19,11.0876,13.9727
12.5805,18,25,21,19,14.5749,10.7193
12.5806,20,24,25,16,12.3541,12.7921
12.5807,18,23,15,17,14.3998,10.8831
12.5809,17,20,21,23,13.0561,12.1376
12.5811,17,22,24,22,13.6191,11.6125
12.5812,19,23,18,18,13.5848,11.6445
12.5812,16,24,22,19,14.8136,10.4979
12.5813,15,19,15,18,14.9591,10.3623
12.5813,19,20,24,17,11.0347,14.0246
12.5814,18,22,24,21,13.0807,12.1154
12.5814,18,22,16,19,14.3702,10.912
12.5815,15,17,23,22,13.3779,11.8383
12.5816,22,25,19,15,12.2058,12.9323
12.5818,16,24,24,21,14.4101,10.8757
12.5823,18,24,16,18,14.1587,11.1113
12.5824,21,25,21,21,13.5013,11.7249
12.5824,17,18,22,23,12.8315,12.35
12.5825,18,22,17,20,14.1426,11.1266
12.5826,20,17,22,16,9.55783,15.4054
12.5829,15,22,16,22,15.6635,9.70807
12.5829,19,22,21,21,13.1651,12.0396
12.5833,22,21,16,17,11.4067,13.6813
12.5833,20,20,19,17,11.2334,13.8431
12.5833,20,23,21,18,12.7203,12.4555
12.5835,19,21,24,25,13.3709,11.8486
12.5835,18,22,25,21,13.5762,11.6571
12.5835,17,23,17,22,15.1289,10.2081
12.5837,18,23,20,24,14.2986,10.9833
12.5838,17,22,15,18,14.5016,10.794
12.584,20,17,19,21,11.4519,13.6404
12.5841,15,17,25,20,13.0111,12.1856
12.5841,15,24,18,20,15.8727,9.51521
12.5843,16,25,16,22,16.0991,9.3043
12.5844,18,25,17,20,14.9342,10.3915
12.5844,22,21,19,17,11.6116,13.4923
12.5858,15,15,23,19,11.6412,13.4672
12.586,15,16,23,17,10.922,14.1388
12.586,22,21,25,20,11.0561,14.0138
12.5866,17,23,21,23,14.4545,10.8434
12.5869,17,22,15,16,13.7023,11.5459
12.5873,16,16,16,15,10.1631,14.8495
12.5876,16,18,20,24,13.3703,11.8571
12.588,20,17,24,17,10.2961,14.7268
12.5881,18,17,17,22,12.9944,12.2089
12.5885,15,15,20,20,11.8743,13.2549
12.5888,17,20,23,22,13.1218,12.0914
12.589,15,20,19,20,14.4094,10.8902
12.589,19,24,24,17,12.7802,12.4106
12.5892,16,24,16,23,15.2424,10.1133
12.5893,18,18,20,20,11.7104,13.4094
12.5894,22,22,16,17,11.4157,13.6846
12.5894,19,21,22,23,12.7921,12.4002
12.5898,22,21,23,15,10.6199,14.428
12.5898,16,23,24,25,14.945,10.3919
12.5902,20,22,22,19,11.975,13.1643
12.5902,20,22,17,23,13.257,11.968
12.5903,19,24,25,15,12.475,12.6979
12.5905,22,21,24,17,10.7482,14.3098
12.5906,17,25,21,22,14.8089,10.5204
12.5911,16,24,25,22,14.8417,10.4909
12.5916,15,25,25,24,16.0654,9.34988
12.5918,20,24,22,18,12.6866,12.5034
12.592,16,20,19,19,13.3938,11.8437
12.5921,16,21,16,24,15.1556,10.1999
12.5923,18,19,22,22,12.8267,12.3736
12.5926,20,17,21,20,10.8423,14.226
12.5928,18,18,22,19,11.7362,13.3922
12.5929,16,15,24,21,10.6998,14.3595
12.5931,21,25,19,19,13.3376,11.8984
12.5932,15,25,16,22,17.0598,8.42486
12.5932,20,23,20,22,12.7376,12.4586
12.5933,18,23,20,19,13.7934,11.4734
12.5934,17,23,20,18,13.4812,11.7648
12.5934,19,22,24,20,12.4687,12.7097
12.5936,19,17,20,15,11.0051,14.0759
12.5938,17,20,21,20,12.4974,12.6838
12.5943,18,17,19,24,12.3972,12.7782
12.5944,19,22,21,23,13.9194,11.358
12.5947,21,22,19,21,12.8704,12.3374
12.5949,20,21,24,21,11.996,13.1538
12.5952,16,22,21,23,15.0112,10.3406
12.5953,17,15,20,17,10.6104,14.4477
12.5955,17,20,24,19,12.6551,12.5398
12.5955,18,19,22,24,12.674,12.5222
12.5959,16,15,22,22,11.3174,13.7891
12.5964,20,22,19,20,12.5105,12.6766
12.5966,16,16,21,19,10.4471,14.6025
12.5966,18,22,24,24,13.1945,12.0386
12.5968,19,18,20,16,10.2609,14.7766
12.5968,18,17,21,23,12.1501,13.0137
12.5968,16,16,18,19,11.1662,13.9319
12.597,20,23,20,17,12.7135,12.4884
12.597,17,23,25,19,13.2087,12.0263
12.5972,15,20,22,16,13.2614,11.9774
12.5975,17,24,22,19,14.5269,10.7969
12.5976,19,18,25,18,10.3066,14.7356
12.5978,17,21,16,22,14.7461,10.5929
12.5978,22,22,18,16,11.2742,13.833
12.5979,16,23,22,25,15.106,10.2573
12.598,18,18,16,19,12.1383,13.0269
12.598,20,21,23,20,12.3136,12.8633
12.598,18,17,25,17,10.9052,14.1777
12.5981,15,23,17,22,15.6319,9.76687
12.5985,18,21,16,21,14.4615,10.8599
12.5986,22,21,23,18,11.0209,14.0709
12.5988,20,19,18,17,11.4444,13.6761
12.5989,22,22,21,16,11.3746,13.7415
12.599,17,25,22,16,13.7448,11.5298
12.5991,15,19,18,20,13.9306,11.3565
12.5992,16,15,23,21,11.3205,13.7926
12.5993,16,15,21,17,9.75746,15.2512
12.5994,20,18,17,20,11.4744,13.6493
12.5996,17,18,16,23,13.2693,11.9746
12.5996,15,15,22,22,12.4968,12.6956
12.5998,16,20,21,24,14.063,11.2343
12.6,20,17,20,19,10.6782,14.3935
12.6001,21,17,17,19,10.6983,14.3749
12.6005,22,25,17,19,12.6725,12.5333
12.6005,19,22,18,17,13.2785,11.9677
12.6005,17,20,15,20,13.6635,11.6085
12.6008,18,19,19,15,11.1471,13.9575
12.601,16,18,25,22,13.0049,12.224
12.6011,16,18,19,23,14.2916,11.0236
12.6011,15,20,22,22,14.4891,10.8393
12.6013,16,19,21,24,13.6494,11.6232
12.6013,15,18,16,20,14.5964,10.7395
12.6015,20,22,23,19,12.3268,12.8578
12.6018,16,22,22,23,14.8367,10.5161
12.6023,15,20,23,25,14.5905,10.7468
12.6023,18,25,16,19,15.015,10.3508
12.6023,18,22,23,24,13.7852,11.4984
12.6026,20,17,17,16,10.1243,14.9153
12.6026,16,21,21,23,14.8896,10.4684
12.6029,19,24,21,17,13.2042,12.0417
12.603,15,25,16,18,16.1392,9.30311
12.6034,20,23,24,18,12.1923,12.9872
12.6036,18,18,19,23,12.8706,12.3544
12.6038,21,21,16,21,12.6659,12.5459
12.6041,19,25,23,18,14.0435,11.2609
12.6048,21,22,25,15,11.1859,13.9289
12.6048,17,17,16,21,13.2835,11.9715
12.6049,16,25,21,20,15.4472,9.95257
12.606,20,21,21,22,12.432,12.7684
12.6061,16,20,18,24,13.8563,11.4395
12.6062,17,22,23,17,13.4327,11.8349
12.6064,15,24,25,25,15.5444,9.86462
12.6064,16,17,23,24,13.6086,11.6712
12.6066,17,17,21,19,12.2453,12.9437
12.607,15,25,23,17,15.9232,9.51228
12.6073,20,25,25,19,12.3541,12.8437
12.6074,21,22,15,16,12.4617,12.7434
12.6074,21,24,18,15,11.8024,13.3586
12.6075,20,17,24,16,9.51579,15.4927
12.6075,21,17,18,18,10.2648,14.7937
12.6077,17,20,22,21,12.2946,12.8999
12.608,21,21,19,16,11.2187,13.9046
12.6084,21,17,20,21,10.0729,14.9745
12.6084,17,23,22,24,15.1346,10.2509
12.6084,20,17,15,16,11.124,13.9937
12.6085,20,24,20,17,13.123,12.1283
12.6085,17,21,17,24,14.9713,10.4036
12.6085,19,23,24,17,12.7295,12.4957
12.6088,19,22,24,19,12.6748,12.5471
12.6088,18,23,23,18,13.4428,11.8306
12.609,18,25,19,16,13.9866,11.3233
12.609,20,20,17,16,10.9113,14.1933
12.6091,17,19,24,25,12.9962,12.2478
12.6095,21,23,24,16,11.6546,13.5005
12.6095,21,17,20,19,10.3614,14.7074
12.6098,18,19,24,19,12.0888,13.096
12.6098,21,23,18,15,11.9055,13.2671
12.61,20,22,19,21,12.7734,12.4575
12.6106,17,24,19,17,14.6222,10.7334
12.6107,15,19,16,25,15.2062,10.1885
12.6117,16,17,16,21,13.698,11.5979
12.6118,15,16,23,16,10.947,14.1654
12.6118,20,17,25,23,10.5565,14.5298
12.6119,22,25,23,18,12.5293,12.6889
12.612,20,23,16,19,13.4709,11.8104
12.6121,18,19,17,18,11.7444,13.4218
12.6124,20,22,22,15,11.4864,13.6631
12.6124,16,16,25,17,10.1416,14.9181
12.6125,21,21,20,18,12.2943,12.9094
12.6125,16,15,21,21,10.8062,14.2981
12.6126,18,20,23,19,12.5282,12.6912
12.6126,16,20,21,16,12.4845,12.7321
12.6128,15,22,24,20,14.7266,10.6402
12.6129,17,23,18,16,14.2308,11.1032
12.613,17,17,19,22,12.861,12.3815
12.6131,15,20,15,17,15.6276,9.80001
12.6132,15,19,23,21,14.2373,11.0976
12.6134,16,24,24,23,14.9715,10.4128
12.6137,19,22,16,20,13.5547,11.7355
12.6142,18,22,18,15,12.5723,12.6533
12.6143,17,25,15,15,15.1278,10.2687
12.6143,16,17,21,25,13.9623,11.3563
12.6151,20,25,24,24,13.593,11.7025
12.6151,20,22,21,16,11.7113,13.4585
12.6154,19,21,21,21,12.9119,12.3387
12.6155,15,23,22,22,15.5982,9.83195
12.6156,18,22,20,22,13.8946,11.4219
12.6166,16,22,15,20,15.5434,9.88525
12.6166,20,24,22,19,12.2649,12.9448
12.6174,15,25,20,21,16.5246,8.97123
12.6175,18,19,20,24,13.3314,11.9514
12.6178,20,17,21,16,10.1591,14.9124
12.6182,18,19,21,18,11.5678,13.5984
12.6182,17,22,17,19,14.1296,11.2078
12.6183,21,23,19,18,12.7312,12.513
12.6183,19,21,25,24,12.9947,12.2671
12.6186,15,15,18,22,12.8224,12.4284
12.6188,19,25,24,19,13.8098,11.5074
12.6193,19,19,22,19,11.3092,13.842
12.6201,20,21,21,17,12.1118,13.0944
12.6201,17,18,20,24,13.3298,11.9578
12.6201,17,15,20,21,10.8892,14.2355
12.6203,19,25,16,19,14.6511,10.7251
12.6203,17,25,18,21,15.7899,9.66243
12.6204,15,20,21,18,13.9862,11.3458
12.6206,15,20,23,15,13.0854,12.1869
12.6208,16,15,21,18,10.0028,15.0639
12.621,15,25,25,19,15.8596,9.59867
12.6211,17,18,25,22,11.7443,13.4393
12.6214,17,24,25,19,13.5565,11.7488
12.6216,21,22,24,17,11.0698,14.0698
12.622,18,20,25,18,11.3103,13.846
12.6221,17,17,23,21,12.0986,13.1107
12.6221,19,21,21,16,12.6982,12.5512
12.6222,15,16,16,21,12.7403,12.5121
12.6224,18,23,16,15,13.6379,11.6748
12.6225,19,17,23,17,10.9536,14.1798
12.6225,15,19,21,25,14.4665,10.9017
12.6226,20,25,17,19,13.5805,11.7286
12.6226,20,24,25,18,12.8198,12.4386
12.6228,15,22,20,22,15.8821,9.58117
12.6231,18,23,22,25,14.6054,10.7732
12.6233,19,25,20,15,13.9281,11.4056
12.6235,20,22,20,18,11.9883,13.2162
12.6237,20,19,24,16,10.2382,14.8499
12.6237,15,25,17,17,16.4587,9.04492
12.6238,16,20,18,17,13.9342,11.4009
12.6239,17,22,22,21,14.3842,10.9813
12.624,21,24,21,17,12.3663,12.8645
12.6243,19,21,16,21,13.7146,11.6069
12.6246,17,20,22,16,12.294,12.9332
12.6247,20,21,24,19,11.7136,13.475
12.6248,17,25,19,20,15.2219,10.2012
12.6248,16,16,24,17,10.7231,14.3996
12.625,15,22,18,21,15.5614,9.88467
12.625,17,25,25,20,14.0329,11.3111
12.6256,20,23,21,20,12.5907,12.6582
12.6256,21,17,18,19,10.8757,14.2586
12.6257,19,22,24,23,13.3637,11.937
12.6259,18,17,22,19,11.4695,13.705
12.6261,15,15,17,20,12.1936,13.0297
12.6261,17,25,24,17,14.4107,10.9606
12.6261,20,24,21,21,12.8812,12.388
12.6262,19,22,25,16,11.5758,13.6065
12.6263,16,16,19,17,10.7465,14.3805
12.6263,16,19,24,21,13.3144,11.9843
12.6265,17,19,25,22,12.7162,12.5428
12.6266,15,18,21,24,14.7309,10.6628
12.627,17,17,18,20,13.1531,12.136
12.6277,20,23,20,20,12.8864,12.3863
12.6278,19,20,23,17,11.2769,13.8885
12.6279,15,19,23,19,14.0848,11.2683
12.628,20,24,19,18,12.9644,12.3141
12.6283,17,19,16,20,12.2481,12.983
12.6287,18,24,22,20,13.8904,11.4513
12.6288,16,20,24,20,12.7914,12.477
12.6288,16,25,15,21,16.1034,9.3863
12.6294,17,22,20,23,14.6507,10.7431
12.6295,16,25,22,23,15.7123,9.75262
12.6295,21,22,16,19,12.106,13.118
12.6295,20,24,24,20,12.6127,12.6453
12.6297,18,23,17,20,14.2957,11.0751
12.6298,18,20,23,20,12.4264,12.8196
12.6299,17,24,20,23,14.4098,10.9689
12.6304,22,22,17,17,11.4729,13.7105
12.6304,20,21,24,18,11.6402,13.5545
12.6306,18,21,16,22,14.2003,11.1657
12.6306,17,22,23,19,14.2181,11.1491
12.6306,20,21,24,22,12.1859,13.0457
12.6306,19,21,15,16,13.1146,12.179
12.6312,24,21,23,18,10.5629,14.5613
12.6316,15,16,19,16,12.1769,13.0559
12.6316,21,22,20,16,11.7882,13.4187
12.6317,17,18,24,24,12.2478,12.99
12.6319,18,25,15,20,15.3412,10.1036
12.632,18,24,21,20,13.8758,11.4713
12.6323,18,17,22,22,12.204,13.032
12.6324,19,18,23,21,11.4792,13.7085
12.6326,16,20,18,21,14.2567,11.1169
12.633,17,21,23,23,14.3167,11.0617
12.6331,20,17,16,20,11.1443,14.0225
12.6332,17,22,22,24,15.0238,10.4024
12.6336,17,23,23,21,13.9814,11.3758
12.6337,16,20,20,21,13.6537,11.6818
12.6337,17,24,15,17,15.4768,9.98056
12.6338,17,20,16,16,12.708,12.5645
12.6339,20,21,25,18,12.2309,13.0099
12.6339,18,20,19,17,12.0006,13.2248
12.6339,18,24,16,21,14.0913,11.2739
12.6341,18,23,18,21,13.9269,11.4277
12.6343,16,19,17,19,13.8584,11.4919
12.6344,18,18,23,18,11.4025,13.784
12.6344,19,21,23,16,12.2003,13.0395
12.6356,16,25,15,20,16.1879,9.32064
12.6363,16,25,21,19,15.5636,9.90448
12.6364,19,25,25,20,14.1016,11.269
12.6365,18,20,19,21,13.1665,12.1419
12.6369,19,18,22,16,10.5867,14.5501
12.6371,19,21,24,24,12.9671,12.3292
12.6371,16,24,23,18,14.0789,11.2916
12.6375,20,25,21,16,12.672,12.6053
12.6375,18,19,22,15,10.9325,14.2285
12.6375,15,22,21,22,15.5143,9.95294
12.6377,20,24,21,15,12.2718,12.9792
12.6384,19,24,17,15,13.6058,11.7357
12.6385,21,25,19,18,13.5769,11.7628
12.6386,18,24,24,22,13.4746,11.8584
12.6387,15,20,18,19,14.2556,11.1298
12.6387,18,23,17,18,14.0348,11.3359
12.6394,21,22,25,20,11.8622,13.3648
12.6401,19,18,16,23,12.4599,12.8083
12.6404,20,21,18,20,12.1602,13.0885
12.6404,21,23,15,16,12.4283,12.8383
12.6406,15,25,25,22,15.7216,9.76541
12.6407,15,24,22,21,15.4875,9.98412
12.6408,18,20,16,18,13.1224,12.1915
12.641,17,17,17,23,13.1525,12.1636
12.641,18,21,15,23,14.2586,11.1315
12.6411,16,24,19,23,15.6344,9.84777
12.6415,17,22,17,23,14.2931,11.1003
12.6416,15,23,24,21,15.2986,10.1622
12.6417,15,16,15,15,11.984,13.2554
12.6417,16,24,16,18,15.1628,10.2891
12.6418,16,22,21,25,14.9122,10.523
12.6418,15,15,22,18,11.6158,13.5992
12.6422,19,21,15,19,13.4229,11.9136
12.6423,18,19,21,21,12.2178,13.0384
12.6426,19,21,21,23,13.3425,11.9894
12.6429,18,22,23,22,13.881,11.4876
12.6433,15,21,25,23,14.909,10.5289
12.6433,20,21,19,19,12.757,12.5372
12.6435,19,22,24,22,12.8622,12.4394
12.6438,17,22,19,21,14.3606,11.0416
12.6438,21,17,20,16,10.3444,14.7896
12.644,19,21,21,25,13.6713,11.6853
12.644,16,16,21,16,9.99055,15.1203
12.6441,18,21,20,22,13.8546,11.5145
12.6442,19,18,18,19,11.677,13.5468
12.645,17,24,24,24,14.3863,11.0199
12.645,19,24,16,18,14.1629,11.2284
12.6451,17,24,25,22,13.9989,11.3817
12.6453,19,23,20,21,13.8142,11.5546
12.6454,17,19,21,22,13.3846,11.9555
12.6456,20,21,23,15,11.5017,13.713
12.6456,15,15,21,20,11.4872,13.7266
12.646,17,16,15,17,11.3676,13.8389
12.6464,21,22,25,21,12.3287,12.9429
12.6464,22,23,20,17,12.0015,13.2482
12.6464,15,15,22,23,11.7863,13.4491
12.6466,19,25,16,20,14.9089,10.5353
12.6466,18,23,17,21,13.6953,11.6679
12.6469,20,22,17,15,12.4711,12.8109
12.6473,20,24,16,15,12.7791,12.5243
12.6473,17,20,22,24,13.6154,11.7439
12.6474,18,25,21,22,14.9952,10.4564
12.6476,16,22,20,23,15.1857,10.279
12.6479,18,25,21,17,14.8112,10.6291
12.6483,20,17,25,24,10.7603,14.4101
12.6484,20,23,22,15,12.1565,13.1075
12.6486,19,22,16,17,13.0668,12.2583
12.6499,18,24,22,16,12.8372,12.4751
12.6504,17,20,18,19,13.4109,11.9408
12.6505,15,25,22,19,15.9849,9.53879
12.6505,17,15,18,20,10.2528,14.888
12.6505,18,22,22,25,13.9412,11.446
12.6509,17,21,22,16,13.106,12.2261
12.6509,15,17,20,23,13.961,11.4283
12.6512,15,24,16,16,15.8398,9.6757
12.6513,15,24,18,16,15.8591,9.65772
12.6513,21,18,25,19,9.98591,15.1387
12.6519,20,23,21,17,12.0061,13.2545
12.652,15,17,17,24,15.0607,10.4042
12.652,22,22,25,18,11.1108,14.0902
12.6521,17,21,19,22,14.5238,10.9054
12.6523,21,23,17,16,11.8063,13.4418
12.6526,19,24,18,19,14.1863,11.2214
12.6529,15,25,24,23,15.9697,9.55766
12.6531,20,24,21,20,13.4433,11.9157
12.6532,20,23,22,16,12.5335,12.7648
12.6532,20,21,20,21,13.5244,11.8401
12.6534,16,24,18,22,14.9974,10.466
12.654,21,22,21,16,10.9172,14.2748
12.6541,15,23,17,15,15.7015,9.81019
12.6542,18,17,25,21,11.4002,13.8243
12.6543,17,19,23,23,13.2835,12.0672
12.6546,16,15,16,23,12.0267,13.2405
12.6549,20,25,20,21,13.9444,11.4515
12.6549,15,19,16,23,15.2908,10.195
12.655,19,19,19,18,11.9988,13.2674
12.6552,19,17,22,20,10.7769,14.408
12.6554,21,22,20,18,11.9588,13.3055
12.6555,16,24,16,25,16.1144,9.42766
12.6556,15,17,16,24,14.6809,10.7655
12.6557,21,18,20,15,9.7548,15.3628
12.6557,19,18,24,17,10.6406,14.5362
12.6558,17,19,17,19,13.0899,12.2508
12.6559,17,15,24,17,9.54958,15.5547
12.656,18,20,19,16,11.933,13.3308
12.6562,22,25,16,18,13.0314,12.306
12.6567,20,25,18,16,13.6724,11.7088
12.6567,20,18,19,18,11.186,14.0291
12.6567,17,25,19,17,15.1759,10.3058
12.6571,16,24,23,20,14.5989,10.845
12.6574,18,24,17,15,14.1723,11.2437
12.6574,16,16,15,15,11.1241,14.0883
12.6576,19,17,18,18,11.718,13.5345
12.6578,17,19,22,21,13.3679,11.9952
12.658,16,18,23,24,12.7902,12.5345
12.6585,18,23,21,25,14.3631,11.0678
12.6586,15,25,24,21,15.8496,9.68077
12.6587,16,24,16,21,15.6212,9.89407
12.6588,21,17,20,20,10.561,14.6164
12.6588,21,22,16,16,12.0327,13.2431
12.6589,20,18,24,19,10.6071,14.5736
12.6592,17,16,16,17,9.87918,15.2536
12.6593,17,22,19,19,13.9686,11.4374
12.6594,20,18,21,15,9.82094,15.3082
12.6595,16,21,17,24,15.7243,9.79952
12.6597,17,15,23,18,9.83828,15.2926
12.66,19,23,22,19,13.4797,11.895
12.66,21,23,24,20,12.0167,13.2604
12.6608,16,19,15,20,14.4294,11.0103
12.6608,20,25,18,23,14.1457,11.275
12.6608,20,22,17,17,12.8145,12.5174
12.6609,20,22,21,23,12.9546,12.3869
12.661,15,25,15,15,16.2437,9.31775
12.6611,20,24,19,17,13.3225,12.0439
12.6614,19,22,22,22,13.7641,11.6323
12.6615,19,17,21,22,12.0267,13.254
12.6616,15,20,17,16,13.9176,11.4894
12.6616,21,21,21,19,11.8085,13.4578
12.6618,19,19,19,15,11.5033,13.7429
12.662,15,15,25,18,10.3786,14.793
12.6622,17,23,23,22,14.5392,10.9105
12.6623,20,22,25,22,12.4697,12.8419
12.6626,16,22,20,25,15.5503,9.96767
12.6626,20,22,18,22,13.5569,11.828
12.6626,21,17,20,17,9.96844,15.1769
12.6627,16,16,24,21,11.0084,14.2065
12.6632,22,21,18,19,11.8919,13.3829
12.6632,21,22,15,18,13.0224,12.328
12.6639,16,19,16,22,14.7356,10.7306
12.664,18,20,25,17,12.5153,12.8027
12.664,15,24,24,17,15.2211,10.2778
12.664,20,22,17,22,13.0756,12.28
12.6641,18,23,22,20,14.3421,11.0982
12.6641,18,24,24,21,14.3017,11.1359
12.6644,17,25,17,22,16.0175,9.53527
12.6645,20,18,17,19,12.2075,13.0909
12.6646,16,22,16,25,15.4517,10.0637
12.6647,15,19,21,18,13.6688,11.7277
12.6648,16,24,23,22,15.1963,10.3024
12.6649,17,15,17,21,12.0021,13.2834
12.665,20,25,22,23,14.5637,10.8931
12.6651,18,17,23,23,12.6942,12.6379
12.6651,15,17,19,23,14.7045,10.762
12.6654,19,25,20,20,13.9717,11.4464
12.666,15,16,21,16,10.9053,14.3091
12.6662,18,20,18,22,13.2257,12.1441
12.6664,15,18,25,23,13.426,11.9575
12.6664,15,24,24,21,15.7213,9.8156
12.6664,20,21,25,21,11.8389,13.4387
12.6665,16,17,24,25,13.4591,11.9268
12.6665,18,21,16,24,14.0214,11.4022
12.6666,15,19,18,22,14.558,10.9014
12.6667,18,20,16,20,12.8795,12.4681
12.6671,15,19,21,24,14.6999,10.77
12.6671,20,22,24,22,12.5501,12.7764
12.6672,16,15,22,17,10.081,15.0805
12.6673,17,18,15,23,14.3194,11.1255
12.6674,22,22,20,16,11.0132,14.2111
12.6678,17,21,19,17,14.1127,11.3194
12.6679,18,19,23,22,12.6821,12.6545
12.6679,15,18,15,22,15.5156,10.0104
12.6686,15,24,25,20,15.2115,10.2955
12.6687,20,25,23,16,12.914,12.4397
12.6688,17,24,22,20,14.5635,10.9008
12.6689,17,15,17,19,11.113,14.1208
12.669,22,23,21,18,11.9674,13.3237
12.6691,21,24,25,15,11.3321,13.9169
12.6691,21,17,19,17,10.2569,14.9203
12.6692,17,22,19,23,14.933,10.5566
12.6694,21,25,17,20,13.9483,11.476
12.6697,19,24,16,22,14.0237,11.4062
12.6699,19,24,24,20,12.9113,12.4448
12.67,22,22,20,19,11.7908,13.4905
12.6704,18,21,18,21,14.5609,10.9063
12.6705,23,22,16,15,11.3579,13.8955
12.6707,18,24,23,21,14.1541,11.2864
12.6707,21,23,21,21,12.9871,12.3755
12.6709,20,22,24,23,13.0795,12.2895
12.671,19,18,17,15,10.6264,14.579
12.6715,17,17,19,16,11.6874,13.59
12.672,17,20,16,24,13.5953,11.8104
12.6725,21,17,24,15,9.77083,15.3803
12.6726,21,22,25,18,11.6567,13.6208
12.6729,18,25,24,25,14.8255,10.6641
12.673,17,22,23,21,14.0384,11.3989
12.6732,20,21,15,20,12.9811,12.3858
12.6733,21,22,17,18,12.1312,13.1791
12.6733,18,18,17,16,12.0089,13.2934
12.6735,17,17,23,25,12.5873,12.754
12.6738,19,22,23,21,13.1984,12.1843
12.6739,20,24,23,16,12.5725,12.7686
12.674,20,24,20,16,12.5961,12.7467
12.674,15,20,15,18,14.733,10.7525
12.6744,19,25,18,18,14.3373,11.1225
12.6745,15,21,19,22,16.1757,9.40716
12.6745,19,21,23,19,12.3507,12.9766
12.6745,19,17,22,16,10.6139,14.5976
12.6747,17,24,25,21,13.9617,11.4737
12.675,21,25,16,18,13.4909,11.9136
12.6753,15,23,19,20,16.0438,9.53187
12.6754,18,21,21,24,14.2262,11.2281
12.6755,15,23,21,21,14.364,11.0998
12.6757,22,21,20,21,11.8901,13.4088
12.6757,20,17,20,18,10.3545,14.8419
12.6758,16,25,22,21,15.8772,9.68826
12.6761,19,24,20,19,12.9947,12.3788
12.6761,16,23,18,17,15.4291,10.107
12.6769,18,18,19,22,12.5885,12.7593
12.677,19,17,16,19,11.7798,13.5143
12.6775,19,23,18,16,13.3595,12.0411
12.6776,16,17,21,24,13.6991,11.7243
12.6777,21,21,16,16,11.8808,13.4214
12.6779,16,25,23,25,15.8318,9.73459
12.6779,17,17,15,21,13.7755,11.6536
12.6781,21,21,22,22,11.7687,13.5267
12.6784,17,23,15,21,15.033,10.4811
12.6784,17,17,22,24,12.7532,12.6086
12.6785,22,22,18,15,11.4889,13.7887
12.6787,19,22,21,20,13.2546,12.1412
12.6789,18,17,22,24,12.9063,12.4666
12.6789,17,24,25,20,13.8969,11.5423
12.6791,20,24,16,25,14.1894,11.2696
12.6798,15,25,18,20,16.2933,9.30768
12.6801,18,25,18,22,15.1239,10.3995
12.6803,16,25,16,20,15.7003,9.86208
12.6804,24,23,21,17,11.2944,13.9737
12.6804,16,18,24,25,13.4949,11.9202
12.6805,16,25,25,23,15.4889,10.0596
12.6808,23,23,21,16,11.2275,14.037
12.681,15,22,18,18,15.7144,9.85013
12.681,15,22,23,21,15.1111,10.4133
12.6811,17,24,20,22,15.0325,10.4868
12.6811,15,23,25,20,14.3043,11.1664
12.6812,19,25,21,18,14.0879,11.3685
12.6817,15,20,19,17,14.4076,11.0711
12.6818,20,17,22,17,10.2115,14.987
12.6819,16,19,25,24,13.5377,11.8832
12.6819,19,25,21,20,14.3986,11.0799
12.682,15,19,18,24,15.1911,10.3406
12.6821,21,21,15,16,11.9195,13.3936
12.6822,18,17,16,24,12.7867,12.5847
12.6824,15,20,23,21,14.2315,11.2367
12.6825,21,22,16,17,12.1963,13.1363
12.6829,16,25,15,15,15.9333,9.64955
12.683,17,25,15,19,15.5428,10.0143
12.6831,15,15,20,17,11.4063,13.8745
12.6831,17,24,23,18,14.3241,11.1518
12.6832,20,25,20,22,13.9909,11.4629
12.6835,17,17,17,19,13.2718,12.1346
12.6836,16,25,24,24,15.5867,9.97443
12.6837,20,25,24,21,13.6053,11.8237
12.6838,18,18,23,21,12.094,13.2343
12.6842,19,18,18,16,11.4519,13.8341
12.6843,18,23,17,16,13.7529,11.6871
12.6844,17,15,19,18,10.968,14.2862
12.6845,18,18,25,24,12.5441,12.8154
12.6845,20,19,25,15,10.2911,14.9181
12.6846,21,21,24,18,11.2416,14.0313
12.6848,17,18,21,25,13.6469,11.787
